feedback_date,region,feedback_type,total_feedback_count,complaint_count,compliment_count,inquiry_count,avg_sentiment_score,negative_sentiment_count,neutral_sentiment_count,positive_sentiment_count,network_issue_count,billing_issue_count,service_issue_count,other_issue_count
2024-11-27,Oceania,Call,334,122,62,150,-0.35,102,130,102,80,0,24,18
2024-11-27,Oceania,Email,355,127,34,194,0.39,143,120,92,101,15,0,11
2024-11-27,Oceania,Social,232,12,29,191,-0.17,79,81,72,1,3,5,3
2024-11-27,Oceania,Chat,99,45,3,51,-0.21,32,44,23,5,17,18,5
2024-11-28,Europe & MENA,Call,107,27,14,66,-0.03,31,43,33,4,17,5,1
2024-11-28,Europe & MENA,Email,447,160,127,160,0.09,149,129,169,1,4,10,145
2024-11-28,Europe & MENA,Social,298,86,59,153,0.2,102,119,77,16,31,3,36
2024-11-28,Europe & MENA,Chat,230,107,29,94,-0.3,98,71,61,16,4,86,1
2024-11-28,North America,Call,188,73,40,75,0.04,54,97,37,6,17,37,13
2024-11-28,North America,Email,303,33,93,177,0.25,136,49,118,8,1,3,21
2024-11-28,North America,Social,432,178,109,145,-0.11,158,118,156,150,20,8,0
2024-11-28,North America,Chat,512,88,52,372,-0.17,116,223,173,4,6,33,45
2024-11-28,Latin America,Call,499,199,32,268,-0.08,151,173,175,91,40,17,51
2024-11-28,Latin America,Email,387,89,14,284,-0.34,97,175,115,67,11,11,0
2024-11-28,Latin America,Social,482,23,139,320,-0.05,160,154,168,7,15,1,0
2024-11-28,Latin America,Chat,406,2,94,310,0.38,96,213,97,1,0,0,1
2024-11-28,Asia-Pacific,Call,392,15,10,367,-0.1,167,82,143,6,7,0,2
2024-11-28,Asia-Pacific,Email,135,33,0,102,0.03,34,48,53,27,3,3,0
2024-11-28,Asia-Pacific,Social,219,69,17,133,0.29,79,89,51,9,4,23,33
2024-11-28,Asia-Pacific,Chat,327,65,71,191,0.3,87,148,92,19,11,11,24
2024-11-28,India & Middle East,Call,178,68,51,59,-0.06,62,80,36,47,21,5,0
2024-11-28,India & Middle East,Email,430,175,44,211,0.28,112,155,163,122,47,0,6
2024-11-28,India & Middle East,Social,375,125,3,247,-0.13,116,154,105,39,78,3,5
2024-11-28,India & Middle East,Chat,422,79,6,337,0.09,185,91,146,47,7,24,1
2024-11-28,Oceania,Call,417,136,22,259,0.22,161,162,94,27,80,1,28
2024-11-28,Oceania,Email,220,68,3,149,0.28,94,60,66,42,25,0,1
2024-11-28,Oceania,Social,350,151,7,192,-0.09,110,151,89,31,32,51,37
2024-11-28,Oceania,Chat,146,11,6,129,0.25,35,71,40,10,0,0,1
2024-11-29,Europe & MENA,Call,361,92,17,252,0.34,143,90,128,71,9,12,0
2024-11-29,Europe & MENA,Email,310,41,53,216,-0.01,127,109,74,5,22,11,3
2024-11-29,Europe & MENA,Social,263,107,53,103,-0.34,67,128,68,82,10,1,14
2024-11-29,Europe & MENA,Chat,345,80,63,202,0.26,106,127,112,62,11,6,1
2024-11-29,North America,Call,300,15,3,282,-0.12,104,80,116,12,3,9,0
2024-11-29,North America,Email,286,140,61,85,-0.27,63,123,100,36,17,68,19
2024-11-29,North America,Social,186,35,48,103,-0.01,58,57,71,7,7,2,19
2024-11-29,North America,Chat,103,35,32,36,-0.19,38,33,32,30,3,0,2
2024-11-29,Latin America,Call,245,58,49,138,-0.09,67,129,49,0,56,0,2
2024-11-29,Latin America,Email,297,124,87,86,0.36,111,104,82,52,69,3,0
2024-11-29,Latin America,Social,297,16,83,198,0.18,128,84,85,15,0,1,0
2024-11-29,Latin America,Chat,65,7,1,57,-0.08,14,31,20,5,0,2,0
2024-11-29,Asia-Pacific,Call,220,3,18,199,0.36,85,58,77,0,1,2,0
2024-11-29,Asia-Pacific,Email,486,81,154,251,-0.21,169,123,194,7,5,61,8
2024-11-29,Asia-Pacific,Social,495,188,47,260,-0.04,209,131,155,179,7,2,0
2024-11-29,Asia-Pacific,Chat,419,118,41,260,-0.07,150,166,103,99,12,6,1
2024-11-29,India & Middle East,Call,278,134,5,139,-0.16,77,113,88,97,11,2,24
2024-11-29,India & Middle East,Email,456,174,58,224,-0.28,131,195,130,158,7,2,7
2024-11-29,India & Middle East,Social,233,60,66,107,0.13,84,93,56,19,35,2,4
2024-11-29,India & Middle East,Chat,504,196,22,286,0.04,128,209,167,8,30,84,74
2024-11-29,Oceania,Call,320,136,79,105,-0.01,70,122,128,84,0,41,11
2024-11-29,Oceania,Email,215,51,7,157,0.24,52,115,48,32,17,1,1
2024-11-29,Oceania,Social,455,139,1,315,-0.04,197,109,149,57,39,19,24
2024-11-29,Oceania,Chat,356,17,118,221,-0.22,105,114,137,10,5,1,1
2024-11-30,Europe & MENA,Call,229,20,13,196,-0.33,88,59,82,5,13,2,0
2024-11-30,Europe & MENA,Email,385,177,34,174,-0.05,125,180,80,114,21,32,10
2024-11-30,Europe & MENA,Social,441,126,145,170,-0.04,126,202,113,86,17,5,18
2024-11-30,Europe & MENA,Chat,312,16,43,253,0.24,120,82,110,10,3,0,3
2024-11-30,North America,Call,76,37,0,39,-0.09,19,29,28,25,10,1,1
2024-11-30,North America,Email,94,44,22,28,-0.2,24,34,36,18,12,6,8
2024-11-30,North America,Social,449,100,78,271,0.13,164,117,168,42,36,9,13
2024-11-30,North America,Chat,212,83,65,64,0.43,75,60,77,64,10,1,8
2024-11-30,Latin America,Call,86,23,12,51,-0.03,31,33,22,18,3,1,1
2024-11-30,Latin America,Email,507,56,63,388,-0.08,154,196,157,12,37,0,7
2024-11-30,Latin America,Social,112,6,10,96,0.26,33,47,32,5,1,4,0
2024-11-30,Latin America,Chat,416,152,10,254,-0.23,101,217,98,102,11,32,7
2024-11-30,Asia-Pacific,Call,490,7,41,442,0.17,173,207,110,5,0,0,2
2024-11-30,Asia-Pacific,Email,444,45,20,379,-0.03,120,231,93,43,1,1,0
2024-11-30,Asia-Pacific,Social,148,48,21,79,0.42,38,62,48,18,19,1,10
2024-11-30,Asia-Pacific,Chat,502,208,91,203,0.03,112,264,126,123,12,34,39
2024-11-30,India & Middle East,Call,498,98,101,299,-0.1,218,173,107,13,71,3,11
2024-11-30,India & Middle East,Email,284,56,11,217,0.09,114,82,88,36,13,5,2
2024-11-30,India & Middle East,Social,109,4,22,83,-0.13,28,53,28,2,2,4,0
2024-11-30,India & Middle East,Chat,319,148,91,80,-0.06,111,107,101,140,2,3,3
2024-11-30,Oceania,Call,99,7,22,70,-0.03,34,44,21,6,1,1,0
2024-11-30,Oceania,Email,399,31,12,356,0.11,134,143,122,31,17,2,0
2024-11-30,Oceania,Social,64,25,6,33,-0.03,28,14,22,9,10,0,6
2024-11-30,Oceania,Chat,208,16,68,124,-0.24,73,72,63,6,6,0,4
2024-12-01,Europe & MENA,Call,64,16,17,31,-0.12,27,23,14,16,8,2,0
2024-12-01,Europe & MENA,Email,321,55,102,164,-0.2,103,107,111,43,12,35,0
2024-12-01,Europe & MENA,Social,359,119,23,217,0.11,91,191,77,81,22,0,16
2024-12-01,Europe & MENA,Chat,142,36,36,70,0.44,48,51,43,13,0,1,22
2024-12-01,North America,Call,89,34,23,32,0.18,31,26,32,29,4,0,1
2024-12-01,North America,Email,101,19,10,72,-0.12,39,33,29,13,3,2,1
2024-12-01,North America,Social,420,75,115,230,-0.02,112,205,103,18,4,0,53
2024-12-01,North America,Chat,154,74,11,69,0.32,37,80,37,17,45,0,12
2024-12-01,Latin America,Call,314,30,40,244,0.39,126,89,99,12,14,0,4
2024-12-01,Latin America,Email,275,9,19,247,-0.31,96,95,84,6,1,2,0
2024-12-01,Latin America,Social,194,4,10,180,-0.14,72,61,61,2,0,1,1
2024-12-01,Latin America,Chat,94,31,20,43,-0.04,42,34,18,28,0,3,0
2024-12-01,Asia-Pacific,Call,237,54,13,170,0.26,61,122,54,7,30,17,0
2024-12-01,Asia-Pacific,Email,350,173,74,103,0.22,86,183,81,74,34,19,46
2024-12-01,Asia-Pacific,Social,155,17,6,132,0.18,54,65,36,3,0,10,4
2024-12-01,Asia-Pacific,Chat,323,105,15,203,0.02,99,129,95,105,9,51,0
2024-12-01,India & Middle East,Call,151,65,28,58,0.3,50,68,33,18,38,3,6
2024-12-01,India & Middle East,Email,274,49,43,182,-0.09,103,116,55,26,15,6,2
2024-12-01,India & Middle East,Social,60,29,12,19,0.4,15,25,20,15,12,1,1
2024-12-01,India & Middle East,Chat,208,74,43,91,0.43,74,75,59,20,8,0,46
2024-12-01,Oceania,Call,325,121,105,99,0.28,94,124,107,73,43,1,4
2024-12-01,Oceania,Email,320,70,70,180,0.44,74,138,108,62,5,2,1
2024-12-01,Oceania,Social,324,3,75,246,0.08,142,109,73,1,2,1,0
2024-12-01,Oceania,Chat,283,5,86,192,-0.31,116,57,110,5,5,4,0
2024-12-02,Europe & MENA,Call,139,16,2,121,0.39,43,60,36,6,0,2,8
2024-12-02,Europe & MENA,Email,125,4,11,110,0.08,38,37,50,4,1,2,0
2024-12-02,Europe & MENA,Social,479,63,128,288,0.1,152,213,114,4,16,27,16
2024-12-02,Europe & MENA,Chat,339,83,84,172,0.04,86,126,127,21,60,0,2
2024-12-02,North America,Call,380,104,84,192,0.41,101,146,133,42,25,33,4
2024-12-02,North America,Email,135,25,27,83,0.0,31,77,27,5,7,7,6
2024-12-02,North America,Social,508,65,145,298,0.04,188,155,165,5,30,24,6
2024-12-02,North America,Chat,219,81,63,75,-0.0,46,102,71,27,32,7,15
2024-12-02,Latin America,Call,291,145,89,57,0.05,125,64,102,135,7,1,2
2024-12-02,Latin America,Email,496,78,133,285,0.23,130,226,140,69,6,3,0
2024-12-02,Latin America,Social,276,95,83,98,0.08,121,78,77,85,0,5,5
2024-12-02,Latin America,Chat,364,162,106,96,-0.04,147,134,83,156,5,0,1
2024-12-02,Asia-Pacific,Call,106,45,0,61,0.42,25,54,27,38,1,1,5
2024-12-02,Asia-Pacific,Email,121,16,30,75,0.27,35,46,40,8,0,0,8
2024-12-02,Asia-Pacific,Social,181,64,58,59,0.03,81,63,37,1,39,17,7
2024-12-02,Asia-Pacific,Chat,240,3,41,196,-0.08,81,92,67,1,2,2,0
2024-12-02,India & Middle East,Call,341,71,88,182,0.17,118,102,121,61,9,1,0
2024-12-02,India & Middle East,Email,410,161,83,166,-0.16,113,146,151,109,19,6,27
2024-12-02,India & Middle East,Social,471,204,136,131,0.34,112,224,135,138,34,5,27
2024-12-02,India & Middle East,Chat,474,142,18,314,-0.34,122,258,94,96,42,4,0
2024-12-02,Oceania,Call,209,14,68,127,0.21,59,103,47,13,1,13,0
2024-12-02,Oceania,Email,439,31,31,377,-0.13,153,191,95,22,7,0,2
2024-12-02,Oceania,Social,512,85,11,416,0.31,164,230,118,26,0,9,50
2024-12-02,Oceania,Chat,297,8,7,282,-0.13,63,127,107,8,2,1,0
2024-12-03,Europe & MENA,Call,468,124,49,295,0.24,205,96,167,3,116,2,3
2024-12-03,Europe & MENA,Email,120,24,34,62,0.01,32,50,38,24,3,6,0
2024-12-03,Europe & MENA,Social,365,67,33,265,0.43,148,122,95,0,27,32,8
2024-12-03,Europe & MENA,Chat,353,16,15,322,0.22,136,124,93,1,13,2,0
2024-12-03,North America,Call,64,6,0,58,-0.29,23,27,14,1,3,2,0
2024-12-03,North America,Email,176,16,44,116,0.28,63,71,42,7,1,5,3
2024-12-03,North America,Social,343,0,113,230,-0.13,80,175,88,0,0,0,0
2024-12-03,North America,Chat,151,18,23,110,0.17,50,68,33,12,1,3,2
2024-12-03,Latin America,Call,182,59,13,110,-0.35,68,54,60,42,8,9,0
2024-12-03,Latin America,Email,338,57,55,226,0.12,144,126,68,0,14,36,7
2024-12-03,Latin America,Social,314,104,102,108,-0.34,89,156,69,74,13,10,7
2024-12-03,Latin America,Chat,223,100,34,89,0.35,56,97,70,53,13,28,6
2024-12-03,Asia-Pacific,Call,393,39,130,224,-0.11,125,176,92,20,19,38,0
2024-12-03,Asia-Pacific,Email,371,108,51,212,0.17,92,142,137,23,69,4,12
2024-12-03,Asia-Pacific,Social,70,24,7,39,-0.1,19,27,24,6,16,2,0
2024-12-03,Asia-Pacific,Chat,486,200,56,230,0.04,137,187,162,138,20,18,24
2024-12-03,India & Middle East,Call,68,5,9,54,-0.17,14,29,25,2,3,3,0
2024-12-03,India & Middle East,Email,210,29,5,176,0.42,62,91,57,2,19,6,2
2024-12-03,India & Middle East,Social,389,81,101,207,-0.08,90,149,150,72,7,1,1
2024-12-03,India & Middle East,Chat,453,40,29,384,0.06,187,150,116,23,4,11,2
2024-12-03,Oceania,Call,352,159,105,88,-0.22,135,101,116,40,98,9,12
2024-12-03,Oceania,Email,370,147,30,193,-0.23,85,150,135,140,5,0,2
2024-12-03,Oceania,Social,178,75,16,87,0.22,69,50,59,6,44,23,2
2024-12-03,Oceania,Chat,489,9,158,322,-0.13,202,158,129,1,4,1,3
2024-12-04,Europe & MENA,Call,443,111,83,249,0.09,173,97,173,20,47,18,26
2024-12-04,Europe & MENA,Email,86,41,8,37,0.2,30,34,22,23,5,3,10
2024-12-04,Europe & MENA,Social,190,62,22,106,-0.11,84,51,55,55,1,1,5
2024-12-04,Europe & MENA,Chat,487,30,120,337,0.34,193,194,100,25,0,4,1
2024-12-04,North America,Call,420,9,28,383,-0.34,101,201,118,9,6,9,0
2024-12-04,North America,Email,415,53,31,331,-0.34,105,201,109,5,30,15,3
2024-12-04,North America,Social,471,224,51,196,-0.16,208,75,188,223,0,1,0
2024-12-04,North America,Chat,446,110,128,208,0.1,149,136,161,90,11,6,3
2024-12-04,Latin America,Call,62,3,4,55,0.31,20,24,18,3,0,2,0
2024-12-04,Latin America,Email,214,43,2,169,0.17,53,90,71,5,15,1,22
2024-12-04,Latin America,Social,188,62,12,114,-0.19,70,74,44,32,17,10,3
2024-12-04,Latin America,Chat,448,117,65,266,0.35,97,214,137,104,8,1,4
2024-12-04,Asia-Pacific,Call,89,22,24,43,-0.24,34,31,24,2,9,6,5
2024-12-04,Asia-Pacific,Email,432,58,114,260,0.1,113,163,156,14,19,8,17
2024-12-04,Asia-Pacific,Social,270,15,5,250,-0.04,64,115,91,6,9,8,0
2024-12-04,Asia-Pacific,Chat,150,41,16,93,-0.19,40,75,35,35,6,25,0
2024-12-04,India & Middle East,Call,104,23,17,64,0.07,43,34,27,5,5,9,4
2024-12-04,India & Middle East,Email,456,222,39,195,-0.09,121,237,98,122,94,5,1
2024-12-04,India & Middle East,Social,466,135,103,228,-0.24,165,206,95,2,37,60,36
2024-12-04,India & Middle East,Chat,458,61,119,278,0.39,98,195,165,39,14,0,8
2024-12-04,Oceania,Call,147,46,33,68,-0.25,49,63,35,30,4,5,7
2024-12-04,Oceania,Email,416,86,37,293,0.36,184,71,161,81,2,3,0
2024-12-04,Oceania,Social,179,21,12,146,-0.28,35,99,45,13,6,2,0
2024-12-04,Oceania,Chat,485,195,58,232,-0.08,111,228,146,98,22,68,7
2024-12-05,Europe & MENA,Call,329,154,45,130,0.03,74,160,95,92,56,5,1
2024-12-05,Europe & MENA,Email,442,118,138,186,-0.09,95,215,132,21,52,2,43
2024-12-05,Europe & MENA,Social,167,5,32,130,0.23,34,72,61,0,5,1,0
2024-12-05,Europe & MENA,Chat,104,45,9,50,-0.19,42,30,32,0,16,11,18
2024-12-05,North America,Call,284,140,67,77,-0.08,126,47,111,106,32,0,2
2024-12-05,North America,Email,163,77,34,52,0.06,55,43,65,53,19,5,0
2024-12-05,North America,Social,395,52,129,214,0.26,83,225,87,18,33,1,0
2024-12-05,North America,Chat,505,188,118,199,0.39,143,228,134,181,0,3,4
2024-12-05,Latin America,Call,199,1,41,157,0.36,68,65,66,0,0,0,1
2024-12-05,Latin America,Email,509,242,16,251,-0.12,206,122,181,118,89,11,24
2024-12-05,Latin America,Social,511,180,154,177,0.15,120,216,175,45,1,118,16
2024-12-05,Latin America,Chat,516,128,13,375,0.19,163,209,144,59,39,6,24
2024-12-05,Asia-Pacific,Call,112,41,26,45,0.25,30,42,40,37,4,7,0
2024-12-05,Asia-Pacific,Email,217,2,52,163,0.05,88,56,73,2,1,0,0
2024-12-05,Asia-Pacific,Social,296,6,4,286,-0.32,66,134,96,3,2,0,1
2024-12-05,Asia-Pacific,Chat,163,22,7,134,0.28,45,80,38,13,9,8,0
2024-12-05,India & Middle East,Call,248,123,35,90,-0.07,107,72,69,120,2,1,0
2024-12-05,India & Middle East,Email,121,41,0,80,-0.12,25,72,24,2,29,6,4
2024-12-05,India & Middle East,Social,264,7,75,182,0.05,115,48,101,5,0,2,0
2024-12-05,India & Middle East,Chat,257,96,72,89,0.05,109,95,53,76,18,2,0
2024-12-05,Oceania,Call,187,1,52,134,0.11,70,77,40,1,1,1,0
2024-12-05,Oceania,Email,298,50,16,232,0.12,82,140,76,21,11,15,3
2024-12-05,Oceania,Social,183,89,13,81,0.22,51,70,62,14,58,16,1
2024-12-05,Oceania,Chat,65,8,11,46,0.15,15,24,26,4,1,3,0
2024-12-06,Europe & MENA,Call,191,28,7,156,0.37,85,51,55,17,9,1,1
2024-12-06,Europe & MENA,Email,305,49,72,184,0.38,131,70,104,27,2,9,11
2024-12-06,Europe & MENA,Social,91,30,3,58,-0.32,23,50,18,10,4,7,9
2024-12-06,Europe & MENA,Chat,360,91,90,179,-0.11,157,83,120,67,17,6,1
2024-12-06,North America,Call,207,6,34,167,-0.06,72,60,75,6,0,3,0
2024-12-06,North America,Email,387,145,66,176,-0.27,142,141,104,19,86,21,19
2024-12-06,North America,Social,161,58,49,54,0.21,34,72,55,34,14,1,9
2024-12-06,North America,Chat,262,91,63,108,0.41,76,133,53,23,51,8,9
2024-12-06,Latin America,Call,116,43,22,51,-0.2,50,39,27,26,17,25,0
2024-12-06,Latin America,Email,397,77,98,222,-0.04,160,126,111,60,3,4,10
2024-12-06,Latin America,Social,514,10,8,496,-0.05,128,219,167,4,3,3,0
2024-12-06,Latin America,Chat,423,83,121,219,0.42,95,206,122,21,34,21,7
2024-12-06,Asia-Pacific,Call,138,20,2,116,0.39,40,46,52,20,11,9,0
2024-12-06,Asia-Pacific,Email,511,112,19,380,0.27,147,195,169,112,40,16,0
2024-12-06,Asia-Pacific,Social,518,19,163,336,-0.26,202,202,114,11,1,2,5
2024-12-06,Asia-Pacific,Chat,176,30,56,90,0.23,49,76,51,10,3,2,15
2024-12-06,India & Middle East,Call,506,239,122,145,0.23,144,230,132,11,106,38,84
2024-12-06,India & Middle East,Email,183,7,25,151,0.33,64,66,53,3,2,0,2
2024-12-06,India & Middle East,Social,199,37,48,114,0.39,70,63,66,26,9,2,0
2024-12-06,India & Middle East,Chat,421,11,91,319,-0.23,185,114,122,1,1,9,0
2024-12-06,Oceania,Call,456,39,63,354,0.2,123,151,182,18,12,3,6
2024-12-06,Oceania,Email,280,63,90,127,0.33,123,97,60,23,22,6,12
2024-12-06,Oceania,Social,208,53,40,115,-0.15,79,71,58,20,15,14,4
2024-12-06,Oceania,Chat,137,0,35,102,0.41,49,45,43,0,0,0,0
2024-12-07,Europe & MENA,Call,484,175,104,205,-0.19,214,80,190,112,38,13,12
2024-12-07,Europe & MENA,Email,347,165,89,93,-0.09,85,184,78,108,40,15,2
2024-12-07,Europe & MENA,Social,198,42,55,101,-0.14,78,60,60,9,32,0,1
2024-12-07,Europe & MENA,Chat,413,125,35,253,-0.22,93,169,151,41,56,13,15
2024-12-07,North America,Call,400,18,24,358,0.12,134,114,152,10,7,1,0
2024-12-07,North America,Email,399,151,47,201,0.17,89,156,154,96,12,2,41
2024-12-07,North America,Social,282,13,71,198,-0.18,100,89,93,3,9,0,1
2024-12-07,North America,Chat,99,18,5,76,-0.16,33,30,36,7,4,6,1
2024-12-07,Latin America,Call,397,118,107,172,-0.29,166,142,89,91,2,18,7
2024-12-07,Latin America,Email,346,66,97,183,0.28,95,160,91,51,4,0,11
2024-12-07,Latin America,Social,138,22,26,90,-0.26,44,61,33,2,12,5,3
2024-12-07,Latin America,Chat,201,75,49,77,-0.23,43,90,68,37,13,7,18
2024-12-07,Asia-Pacific,Call,355,90,7,258,0.35,144,107,104,83,0,5,2
2024-12-07,Asia-Pacific,Email,348,12,50,286,0.03,70,148,130,2,3,7,0
2024-12-07,Asia-Pacific,Social,348,167,112,69,0.31,96,149,103,1,138,7,21
2024-12-07,Asia-Pacific,Chat,142,15,11,116,0.02,56,33,53,6,5,2,2
2024-12-07,India & Middle East,Call,171,43,54,74,0.02,50,58,63,33,9,0,1
2024-12-07,India & Middle East,Email,197,66,12,119,-0.2,68,64,65,21,39,2,4
2024-12-07,India & Middle East,Social,407,116,48,243,0.18,133,173,101,107,2,0,7
2024-12-07,India & Middle East,Chat,222,96,17,109,0.23,64,112,46,22,67,4,3
2024-12-07,Oceania,Call,217,63,32,122,0.05,91,42,84,16,7,19,21
2024-12-07,Oceania,Email,215,14,0,201,0.08,50,84,81,1,3,9,1
2024-12-07,Oceania,Social,146,54,5,87,0.43,40,67,39,4,11,5,34
2024-12-07,Oceania,Chat,357,5,106,246,-0.12,139,110,108,5,4,5,0
2024-12-08,Europe & MENA,Call,467,137,61,269,0.31,203,135,129,23,76,7,31
2024-12-08,Europe & MENA,Email,193,3,62,128,-0.21,38,104,51,0,3,0,0
2024-12-08,Europe & MENA,Social,137,35,36,66,-0.29,53,36,48,33,2,0,0
2024-12-08,Europe & MENA,Chat,241,49,48,144,-0.19,91,89,61,34,8,6,1
2024-12-08,North America,Call,268,29,30,209,0.18,62,132,74,12,6,3,8
2024-12-08,North America,Email,155,38,35,82,-0.16,34,70,51,15,16,4,3
2024-12-08,North America,Social,520,146,18,356,-0.01,165,149,206,117,9,11,9
2024-12-08,North America,Chat,227,113,28,86,0.45,73,89,65,104,2,6,1
2024-12-08,Latin America,Call,433,51,144,238,0.26,148,196,89,40,4,7,0
2024-12-08,Latin America,Email,422,34,97,291,-0.26,137,176,109,15,11,4,4
2024-12-08,Latin America,Social,470,225,125,120,-0.09,135,157,178,48,118,17,42
2024-12-08,Latin America,Chat,360,23,59,278,0.29,135,137,88,13,3,0,7
2024-12-08,Asia-Pacific,Call,317,122,87,108,-0.3,76,115,126,15,86,18,3
2024-12-08,Asia-Pacific,Email,61,18,16,27,0.31,16,24,21,13,5,3,0
2024-12-08,Asia-Pacific,Social,226,37,5,184,-0.2,91,50,85,19,1,17,0
2024-12-08,Asia-Pacific,Chat,309,26,64,219,-0.17,112,101,96,25,0,0,1
2024-12-08,India & Middle East,Call,80,12,3,65,-0.12,16,33,31,6,5,0,1
2024-12-08,India & Middle East,Email,249,104,2,143,0.09,95,56,98,43,47,0,14
2024-12-08,India & Middle East,Social,443,57,21,365,0.39,183,158,102,4,50,0,3
2024-12-08,India & Middle East,Chat,78,27,6,45,-0.05,21,28,29,11,15,1,0
2024-12-08,Oceania,Call,240,98,18,124,-0.34,108,42,90,0,16,33,49
2024-12-08,Oceania,Email,261,64,74,123,0.39,84,112,65,43,20,1,0
2024-12-08,Oceania,Social,134,45,13,76,-0.02,29,59,46,36,3,5,1
2024-12-08,Oceania,Chat,112,5,32,75,-0.27,30,43,39,4,1,1,0
2024-12-09,Europe & MENA,Call,357,96,97,164,0.01,137,144,76,25,50,9,12
2024-12-09,Europe & MENA,Email,424,107,34,283,-0.12,108,151,165,43,35,14,15
2024-12-09,Europe & MENA,Social,210,94,63,53,-0.18,87,79,44,88,6,44,0
2024-12-09,Europe & MENA,Chat,442,193,0,249,0.15,180,107,155,155,18,0,20
2024-12-09,North America,Call,82,7,19,56,0.03,31,22,29,7,6,2,0
2024-12-09,North America,Email,248,84,43,121,0.42,85,74,89,81,3,61,0
2024-12-09,North America,Social,185,90,31,64,0.06,79,50,56,83,0,0,7
2024-12-09,North America,Chat,347,112,103,132,0.07,87,136,124,94,13,5,0
2024-12-09,Latin America,Call,259,11,80,168,0.16,106,97,56,11,3,9,0
2024-12-09,Latin America,Email,435,189,93,153,0.09,104,161,170,103,77,6,3
2024-12-09,Latin America,Social,138,29,9,100,-0.29,33,53,52,21,4,3,1
2024-12-09,Latin America,Chat,234,65,57,112,-0.24,76,81,77,40,10,5,10
2024-12-09,Asia-Pacific,Call,300,78,15,207,0.17,100,101,99,10,17,30,21
2024-12-09,Asia-Pacific,Email,242,57,17,168,-0.21,66,87,89,36,18,3,0
2024-12-09,Asia-Pacific,Social,99,41,33,25,0.09,44,17,38,36,0,1,4
2024-12-09,Asia-Pacific,Chat,101,17,28,56,0.44,37,43,21,12,0,4,1
2024-12-09,India & Middle East,Call,502,43,146,313,0.14,155,203,144,12,4,13,14
2024-12-09,India & Middle East,Email,475,14,40,421,-0.29,175,155,145,14,1,12,0
2024-12-09,India & Middle East,Social,242,52,14,176,0.01,64,123,55,47,1,0,4
2024-12-09,India & Middle East,Chat,157,44,36,77,0.05,47,76,34,43,0,1,0
2024-12-09,Oceania,Call,218,33,42,143,-0.04,84,50,84,20,8,3,2
2024-12-09,Oceania,Email,79,39,3,37,0.33,34,17,28,14,16,1,8
2024-12-09,Oceania,Social,316,126,43,147,-0.1,95,137,84,31,55,24,16
2024-12-09,Oceania,Chat,452,148,46,258,-0.34,121,198,133,27,31,74,16
2024-12-10,Europe & MENA,Call,116,3,4,109,0.04,32,40,44,3,3,1,0
2024-12-10,Europe & MENA,Email,408,119,76,213,0.28,113,200,95,99,8,12,0
2024-12-10,Europe & MENA,Social,371,98,60,213,-0.1,128,113,130,74,24,59,0
2024-12-10,Europe & MENA,Chat,434,178,93,163,0.45,86,189,159,42,51,28,57
2024-12-10,North America,Call,149,19,6,124,0.23,50,57,42,6,0,7,6
2024-12-10,North America,Email,446,57,91,298,0.26,172,160,114,47,7,1,2
2024-12-10,North America,Social,378,55,23,300,0.33,140,142,96,3,39,8,5
2024-12-10,North America,Chat,459,130,18,311,0.23,99,233,127,25,9,6,90
2024-12-10,Latin America,Call,295,141,31,123,0.25,88,117,90,65,71,2,3
2024-12-10,Latin America,Email,454,139,68,247,-0.21,111,193,150,75,9,36,19
2024-12-10,Latin America,Social,202,78,61,63,0.05,62,67,73,62,15,1,0
2024-12-10,Latin America,Chat,198,58,12,128,-0.1,40,118,40,7,49,2,0
2024-12-10,Asia-Pacific,Call,144,36,40,68,0.43,30,58,56,18,8,0,10
2024-12-10,Asia-Pacific,Email,484,64,23,397,0.36,140,227,117,64,48,31,0
2024-12-10,Asia-Pacific,Social,457,128,60,269,-0.3,170,151,136,124,0,3,1
2024-12-10,Asia-Pacific,Chat,248,76,51,121,0.21,54,127,67,68,5,0,3
2024-12-10,India & Middle East,Call,162,70,18,74,0.35,34,82,46,47,20,2,1
2024-12-10,India & Middle East,Email,362,123,84,155,0.33,120,138,104,6,19,89,9
2024-12-10,India & Middle East,Social,492,220,36,236,0.37,218,142,132,45,7,53,115
2024-12-10,India & Middle East,Chat,77,11,12,54,0.1,17,45,15,6,5,5,0
2024-12-10,Oceania,Call,252,22,57,173,0.4,58,128,66,15,0,2,5
2024-12-10,Oceania,Email,70,31,2,37,0.04,25,25,20,18,1,10,2
2024-12-10,Oceania,Social,429,108,68,253,0.26,121,157,151,88,9,7,4
2024-12-10,Oceania,Chat,244,43,78,123,-0.03,69,89,86,16,10,17,0
2024-12-11,Europe & MENA,Call,312,27,99,186,0.14,123,70,119,15,7,4,1
2024-12-11,Europe & MENA,Email,373,79,23,271,-0.13,101,125,147,8,15,39,17
2024-12-11,Europe & MENA,Social,274,69,27,178,-0.2,112,60,102,39,4,15,11
2024-12-11,Europe & MENA,Chat,110,2,14,94,0.28,23,65,22,0,0,2,0
2024-12-11,North America,Call,354,109,56,189,0.24,127,116,111,2,82,9,16
2024-12-11,North America,Email,430,9,9,412,0.06,184,155,91,4,2,3,0
2024-12-11,North America,Social,284,52,21,211,-0.01,57,148,79,9,17,22,4
2024-12-11,North America,Chat,204,52,22,130,0.33,48,84,72,4,9,27,12
