tower_id,tower_name,region,network_type,capacity_date,total_bandwidth_gbps,used_bandwidth_gbps,available_bandwidth_gbps,utilization_pct,equipment_status,last_maintenance_date,next_scheduled_maintenance,expected_growth_pct,upgrade_recommended,estimated_capacity_exhaustion_date
TWR_0745,Cubic3 Node 745,Asia-Pacific,5G,2025-01-15,134.6,115.6,19.0,85.9,Active,2024-08-31,2025-03-25,19.7,True,2026-11-27
TWR_0746,Cubic3 Node 746,Europe & MENA,4G,2025-01-15,151.5,108.6,42.9,71.7,Active,2024-08-23,2025-05-26,25.4,True,2026-11-10
TWR_0747,Cubic3 Node 747,Latin America,5G,2025-01-15,115.8,83.2,32.6,71.8,Degraded,2024-11-21,2025-06-06,22.5,True,2026-01-24
TWR_0748,Cubic3 Node 748,Asia-Pacific,Edge Node,2025-01-15,215.0,104.6,110.4,48.7,Active,2024-10-06,2025-04-19,20.1,True,2026-03-06
TWR_0749,Cubic3 Node 749,India & Middle East,Edge Node,2025-01-15,107.7,88.9,18.8,82.5,Active,2024-12-14,2025-05-06,20.3,True,2026-06-27
TWR_0750,Cubic3 Node 750,Europe & MENA,5G,2025-01-15,214.2,115.4,98.8,53.9,Active,2024-08-08,2025-07-13,10.6,False,2025-10-30
TWR_0751,Cubic3 Node 751,Latin America,5G,2025-01-15,114.2,72.6,41.6,63.6,Active,2024-08-26,2025-06-05,20.2,True,2026-04-19
TWR_0752,Cubic3 Node 752,Asia-Pacific,5G,2025-01-15,88.7,72.7,16.0,82.0,Degraded,2024-12-13,2025-04-10,19.6,True,2026-08-29
TWR_0753,Cubic3 Node 753,North America,4G,2025-01-15,219.8,142.7,77.1,64.9,Active,2024-10-28,2025-08-03,12.5,False,2025-11-19
TWR_0754,Cubic3 Node 754,Asia-Pacific,5G,2025-01-15,89.3,54.5,34.8,61.0,Active,2024-09-20,2025-06-20,8.7,False,2026-08-20
TWR_0755,Cubic3 Node 755,North America,5G,2025-01-15,159.0,132.3,26.7,83.2,Active,2024-09-05,2025-03-14,25.7,True,2025-10-28
TWR_0756,Cubic3 Node 756,Asia-Pacific,5G,2025-01-15,121.8,57.6,64.2,47.3,Active,2024-08-22,2025-06-04,18.3,False,2026-07-25
TWR_0757,Cubic3 Node 757,India & Middle East,5G,2025-01-15,123.8,66.4,57.4,53.6,Degraded,2024-12-09,2025-07-04,19.9,False,2025-12-03
TWR_0758,Cubic3 Node 758,Asia-Pacific,5G,2025-01-15,142.1,100.3,41.8,70.6,Active,2024-09-20,2025-03-01,12.2,False,2026-02-26
TWR_0759,Cubic3 Node 759,Asia-Pacific,5G,2025-01-15,103.0,81.4,21.6,79.0,Active,2024-12-09,2025-03-10,21.7,True,2026-08-13
TWR_0760,Cubic3 Node 760,Oceania,5G,2025-01-15,162.6,89.2,73.4,54.9,Active,2024-09-22,2025-08-11,20.8,True,2026-04-05
TWR_0761,Cubic3 Node 761,India & Middle East,4G,2025-01-15,160.8,109.2,51.6,67.9,Active,2024-11-24,2025-07-31,16.6,False,2026-05-18
TWR_0762,Cubic3 Node 762,India & Middle East,Edge Node,2025-01-15,210.9,146.3,64.6,69.4,Active,2024-09-04,2025-07-31,21.7,True,2026-11-29
TWR_0763,Cubic3 Node 763,Asia-Pacific,Edge Node,2025-01-15,140.5,72.5,68.0,51.6,Degraded,2024-10-03,2025-06-03,18.2,False,2025-09-19
TWR_0764,Cubic3 Node 764,Europe & MENA,4G,2025-01-15,204.8,109.7,95.1,53.6,Active,2024-07-20,2025-07-19,25.1,True,2026-04-09
TWR_0765,Cubic3 Node 765,India & Middle East,Edge Node,2025-01-15,156.1,134.1,22.0,85.9,Active,2024-08-26,2025-04-29,12.5,True,2025-12-04
TWR_0766,Cubic3 Node 766,India & Middle East,5G,2025-01-15,93.0,62.2,30.8,66.9,Active,2024-11-09,2025-07-13,18.4,False,2026-08-30
TWR_0767,Cubic3 Node 767,Asia-Pacific,5G,2025-01-15,166.2,139.6,26.6,84.0,Degraded,2024-12-12,2025-04-09,9.1,True,2025-11-15
TWR_0768,Cubic3 Node 768,India & Middle East,5G,2025-01-15,155.8,118.6,37.2,76.1,Active,2024-08-03,2025-03-04,21.2,True,2026-04-07
TWR_0769,Cubic3 Node 769,Latin America,4G,2025-01-15,107.5,65.1,42.4,60.6,Degraded,2024-11-17,2025-05-25,11.5,False,2026-01-16
TWR_0770,Cubic3 Node 770,Oceania,4G,2025-01-15,80.3,65.1,15.2,81.1,Degraded,2024-09-08,2025-03-20,19.6,True,2026-10-05
TWR_0771,Cubic3 Node 771,Europe & MENA,5G,2025-01-15,210.2,169.4,40.8,80.6,Active,2024-11-08,2025-05-11,22.6,True,2026-05-12
TWR_0772,Cubic3 Node 772,India & Middle East,Edge Node,2025-01-15,116.4,87.3,29.1,75.0,Active,2024-11-26,2025-05-10,9.7,False,2026-05-31
TWR_0773,Cubic3 Node 773,Oceania,Edge Node,2025-01-15,163.2,115.1,48.1,70.5,Degraded,2024-09-02,2025-06-25,20.3,True,2026-12-09
TWR_0774,Cubic3 Node 774,Oceania,5G,2025-01-15,150.1,123.1,27.0,82.0,Active,2024-09-20,2025-03-29,20.4,True,2026-07-03
TWR_0775,Cubic3 Node 775,Oceania,Edge Node,2025-01-15,212.2,92.2,120.0,43.4,Active,2024-11-14,2025-06-20,24.7,True,2026-02-21
TWR_0776,Cubic3 Node 776,Europe & MENA,5G,2025-01-15,168.2,128.9,39.3,76.6,Active,2024-11-28,2025-05-12,18.2,False,2025-12-08
TWR_0777,Cubic3 Node 777,Europe & MENA,Edge Node,2025-01-15,164.3,82.4,81.9,50.2,Active,2024-12-12,2025-06-04,15.6,False,2026-05-08
TWR_0778,Cubic3 Node 778,North America,4G,2025-01-15,83.9,70.7,13.2,84.3,Degraded,2024-07-19,2025-06-21,25.3,True,2026-02-13
TWR_0779,Cubic3 Node 779,India & Middle East,5G,2025-01-15,130.0,94.7,35.3,72.8,Degraded,2024-09-22,2025-05-02,20.2,True,2026-04-14
TWR_0780,Cubic3 Node 780,Latin America,5G,2025-01-15,124.0,82.9,41.1,66.9,Active,2024-09-17,2025-06-26,8.4,False,2026-08-06
TWR_0781,Cubic3 Node 781,Asia-Pacific,5G,2025-01-15,120.0,94.6,25.4,78.8,Active,2024-12-02,2025-03-28,25.1,True,2025-11-22
TWR_0782,Cubic3 Node 782,Oceania,5G,2025-01-15,92.8,79.8,13.0,86.0,Active,2024-10-07,2025-07-08,23.3,True,2026-04-28
TWR_0783,Cubic3 Node 783,India & Middle East,5G,2025-01-15,81.9,49.6,32.3,60.6,Degraded,2024-10-02,2025-05-09,17.0,False,2025-10-12
TWR_0784,Cubic3 Node 784,Latin America,Edge Node,2025-01-15,197.0,161.7,35.3,82.1,Degraded,2024-09-08,2025-05-15,23.8,True,2026-06-20
TWR_0785,Cubic3 Node 785,India & Middle East,5G,2025-01-15,183.0,144.0,39.0,78.7,Active,2024-09-29,2025-07-14,22.8,True,2026-04-09
TWR_0786,Cubic3 Node 786,India & Middle East,4G,2025-01-15,205.7,122.7,83.0,59.6,Active,2024-10-08,2025-03-05,21.6,True,2026-11-12
TWR_0787,Cubic3 Node 787,Asia-Pacific,4G,2025-01-15,219.4,112.6,106.8,51.3,Degraded,2024-09-11,2025-03-15,19.2,False,2026-11-26
TWR_0788,Cubic3 Node 788,Europe & MENA,5G,2025-01-15,158.7,108.0,50.7,68.1,Active,2024-08-31,2025-08-10,8.8,False,2026-08-01
TWR_0789,Cubic3 Node 789,Europe & MENA,Edge Node,2025-01-15,105.3,52.0,53.3,49.4,Active,2024-11-01,2025-07-03,16.4,False,2025-12-05
TWR_0790,Cubic3 Node 790,Asia-Pacific,5G,2025-01-15,132.1,94.6,37.5,71.6,Active,2024-11-02,2025-05-05,12.4,False,2026-06-01
TWR_0791,Cubic3 Node 791,North America,5G,2025-01-15,103.0,61.7,41.3,59.9,Active,2024-07-23,2025-06-29,14.0,False,2026-10-18
TWR_0792,Cubic3 Node 792,North America,5G,2025-01-15,135.1,66.9,68.2,49.5,Active,2024-10-28,2025-07-20,11.0,False,2026-10-11
TWR_0793,Cubic3 Node 793,Latin America,5G,2025-01-15,162.3,121.5,40.8,74.9,Degraded,2024-11-19,2025-03-10,15.5,False,2025-10-26
TWR_0794,Cubic3 Node 794,Oceania,4G,2025-01-15,158.1,69.9,88.2,44.2,Degraded,2024-09-08,2025-03-28,22.9,True,2026-10-21
TWR_0795,Cubic3 Node 795,Asia-Pacific,5G,2025-01-15,211.8,121.3,90.5,57.3,Active,2024-11-24,2025-06-19,19.5,False,2026-11-24
TWR_0796,Cubic3 Node 796,Latin America,5G,2025-01-15,209.7,117.4,92.3,56.0,Active,2024-08-11,2025-08-07,10.7,False,2026-04-07
TWR_0797,Cubic3 Node 797,Europe & MENA,5G,2025-01-15,188.8,166.1,22.7,88.0,Degraded,2024-08-13,2025-08-11,24.2,True,2026-01-15
TWR_0798,Cubic3 Node 798,North America,5G,2025-01-15,142.0,109.9,32.1,77.4,Active,2024-08-22,2025-04-06,25.5,True,2026-11-26
TWR_0799,Cubic3 Node 799,Europe & MENA,4G,2025-01-15,147.1,127.6,19.5,86.7,Active,2024-08-24,2025-05-10,11.7,True,2026-05-03
TWR_0800,Cubic3 Node 800,Latin America,4G,2025-01-15,171.0,108.0,63.0,63.2,Active,2024-08-22,2025-03-08,18.2,False,2025-10-23
TWR_0801,Cubic3 Node 801,India & Middle East,5G,2025-01-15,175.2,142.9,32.3,81.6,Degraded,2024-11-15,2025-05-08,22.5,True,2026-05-13
TWR_0802,Cubic3 Node 802,Latin America,5G,2025-01-15,180.9,150.5,30.4,83.2,Active,2024-08-18,2025-07-05,16.4,True,2026-05-23
TWR_0803,Cubic3 Node 803,India & Middle East,Edge Node,2025-01-15,86.6,69.5,17.1,80.3,Degraded,2024-09-29,2025-07-19,22.2,True,2026-02-06
TWR_0804,Cubic3 Node 804,Oceania,5G,2025-01-15,189.0,86.8,102.2,45.9,Active,2024-12-12,2025-04-04,19.2,False,2026-07-08
TWR_0805,Cubic3 Node 805,North America,Edge Node,2025-01-15,162.3,94.6,67.7,58.3,Active,2024-08-06,2025-07-25,9.3,False,2025-12-06
TWR_0806,Cubic3 Node 806,Oceania,5G,2025-01-15,89.8,46.2,43.6,51.4,Degraded,2024-08-11,2025-04-20,23.8,True,2026-12-05
TWR_0807,Cubic3 Node 807,Asia-Pacific,5G,2025-01-15,140.6,116.5,24.1,82.9,Degraded,2024-10-12,2025-08-07,19.6,True,2026-07-04
TWR_0808,Cubic3 Node 808,North America,4G,2025-01-15,83.4,69.8,13.6,83.7,Active,2024-10-25,2025-07-03,18.3,True,2026-06-01
TWR_0809,Cubic3 Node 809,Latin America,4G,2025-01-15,118.6,78.1,40.5,65.9,Degraded,2024-11-07,2025-07-05,9.2,False,2025-11-19
TWR_0810,Cubic3 Node 810,Europe & MENA,5G,2025-01-15,135.8,84.2,51.6,62.0,Degraded,2024-08-07,2025-03-16,11.2,False,2026-06-04
TWR_0811,Cubic3 Node 811,Europe & MENA,5G,2025-01-15,181.8,126.4,55.4,69.5,Active,2024-09-01,2025-06-24,19.8,False,2026-11-21
TWR_0812,Cubic3 Node 812,Asia-Pacific,5G,2025-01-15,126.4,68.9,57.5,54.5,Degraded,2024-11-19,2025-06-18,24.0,True,2026-05-01
TWR_0813,Cubic3 Node 813,India & Middle East,4G,2025-01-15,193.4,149.0,44.4,77.0,Active,2024-12-08,2025-03-06,12.0,False,2027-01-02
TWR_0814,Cubic3 Node 814,Oceania,5G,2025-01-15,105.1,62.5,42.6,59.5,Active,2024-10-27,2025-07-08,15.5,False,2026-03-09
TWR_0815,Cubic3 Node 815,India & Middle East,Edge Node,2025-01-15,108.4,67.3,41.1,62.1,Active,2024-11-18,2025-07-25,20.6,True,2025-09-28
TWR_0816,Cubic3 Node 816,Asia-Pacific,Edge Node,2025-01-15,90.2,42.3,47.9,46.9,Degraded,2024-11-24,2025-05-30,11.9,False,2026-02-24
TWR_0817,Cubic3 Node 817,Latin America,5G,2025-01-15,206.6,129.7,76.9,62.8,Active,2024-10-05,2025-03-08,19.0,False,2025-12-20
TWR_0818,Cubic3 Node 818,Oceania,5G,2025-01-15,187.7,156.6,31.1,83.4,Active,2024-11-18,2025-03-24,18.6,True,2026-12-07
TWR_0819,Cubic3 Node 819,Europe & MENA,5G,2025-01-15,160.7,130.0,30.7,80.9,Active,2024-10-09,2025-05-25,11.8,True,2026-05-14
TWR_0820,Cubic3 Node 820,Oceania,4G,2025-01-15,110.5,53.0,57.5,48.0,Degraded,2024-09-30,2025-06-04,16.4,False,2026-08-04
TWR_0821,Cubic3 Node 821,Latin America,5G,2025-01-15,196.7,172.8,23.9,87.8,Active,2024-09-07,2025-04-16,25.7,True,2026-06-23
TWR_0822,Cubic3 Node 822,North America,4G,2025-01-15,151.1,108.9,42.2,72.1,Degraded,2024-07-28,2025-08-03,19.4,False,2026-11-07
TWR_0823,Cubic3 Node 823,Latin America,Edge Node,2025-01-15,168.1,116.7,51.4,69.4,Active,2024-07-28,2025-07-14,18.6,False,2026-06-24
TWR_0824,Cubic3 Node 824,Europe & MENA,4G,2025-01-15,94.2,79.4,14.8,84.3,Active,2024-08-03,2025-07-23,13.3,True,2026-04-26
TWR_0825,Cubic3 Node 825,Latin America,Edge Node,2025-01-15,215.5,166.1,49.4,77.1,Degraded,2024-08-19,2025-03-16,20.0,False,2026-12-29
TWR_0826,Cubic3 Node 826,Latin America,5G,2025-01-15,107.1,56.9,50.2,53.1,Active,2024-07-19,2025-08-12,19.1,False,2026-07-02
TWR_0827,Cubic3 Node 827,Oceania,5G,2025-01-15,183.5,86.0,97.5,46.9,Active,2024-07-23,2025-03-22,19.0,False,2026-02-01
TWR_0828,Cubic3 Node 828,Oceania,Edge Node,2025-01-15,217.2,136.2,81.0,62.7,Degraded,2024-09-05,2025-06-30,9.1,False,2025-12-14
TWR_0829,Cubic3 Node 829,Latin America,5G,2025-01-15,155.3,83.4,71.9,53.7,Degraded,2024-09-13,2025-07-10,13.5,False,2026-12-22
TWR_0830,Cubic3 Node 830,Latin America,5G,2025-01-15,132.0,86.0,46.0,65.2,Degraded,2024-11-18,2025-04-25,25.1,True,2026-01-09
TWR_0831,Cubic3 Node 831,Latin America,5G,2025-01-15,160.5,104.7,55.8,65.2,Active,2024-07-24,2025-03-31,12.0,False,2026-01-09
TWR_0832,Cubic3 Node 832,Europe & MENA,4G,2025-01-15,210.5,149.3,61.2,70.9,Degraded,2024-09-01,2025-03-09,17.7,False,2026-11-10
TWR_0833,Cubic3 Node 833,India & Middle East,Edge Node,2025-01-15,100.7,70.6,30.1,70.1,Active,2024-09-02,2025-05-04,17.6,False,2026-03-31
TWR_0834,Cubic3 Node 834,Latin America,4G,2025-01-15,192.7,157.1,35.6,81.5,Degraded,2024-09-25,2025-03-23,16.0,True,2026-07-05
TWR_0835,Cubic3 Node 835,Oceania,5G,2025-01-15,160.2,87.0,73.2,54.3,Degraded,2024-12-02,2025-03-24,21.2,True,2025-12-05
TWR_0836,Cubic3 Node 836,North America,5G,2025-01-15,127.2,106.9,20.3,84.0,Active,2024-11-26,2025-04-21,24.5,True,2026-11-13
TWR_0837,Cubic3 Node 837,Oceania,4G,2025-01-15,170.0,91.3,78.7,53.7,Active,2024-08-02,2025-03-03,14.8,False,2026-06-03
TWR_0838,Cubic3 Node 838,Oceania,5G,2025-01-15,184.2,140.7,43.5,76.4,Active,2024-07-27,2025-05-14,24.0,True,2026-09-03
TWR_0839,Cubic3 Node 839,Europe & MENA,4G,2025-01-15,204.7,126.7,78.0,61.9,Active,2024-09-05,2025-04-11,12.7,False,2026-01-12
TWR_0840,Cubic3 Node 840,Europe & MENA,5G,2025-01-15,170.4,137.9,32.5,80.9,Degraded,2024-10-13,2025-05-22,17.4,True,2027-01-03
TWR_0841,Cubic3 Node 841,Oceania,5G,2025-01-15,201.7,133.5,68.2,66.2,Degraded,2024-10-23,2025-07-27,9.1,False,2026-05-27
TWR_0842,Cubic3 Node 842,Latin America,5G,2025-01-15,217.1,98.0,119.1,45.1,Active,2024-08-25,2025-06-06,13.3,False,2026-10-07
TWR_0843,Cubic3 Node 843,Oceania,Edge Node,2025-01-15,149.8,112.0,37.8,74.8,Active,2024-10-26,2025-05-03,14.4,False,2025-12-09
TWR_0844,Cubic3 Node 844,Europe & MENA,5G,2025-01-15,89.2,54.5,34.7,61.1,Degraded,2024-10-16,2025-03-07,16.9,False,2026-01-13
TWR_0845,Cubic3 Node 845,Europe & MENA,Edge Node,2025-01-15,104.0,64.4,39.6,61.9,Active,2024-09-07,2025-04-24,12.8,False,2026-05-08
TWR_0846,Cubic3 Node 846,Europe & MENA,5G,2025-01-15,194.6,151.4,43.2,77.8,Active,2024-07-31,2025-08-05,25.6,True,2026-07-02
TWR_0847,Cubic3 Node 847,North America,Edge Node,2025-01-15,100.8,61.5,39.3,61.0,Degraded,2024-09-04,2025-06-17,13.6,False,2026-09-14
TWR_0848,Cubic3 Node 848,North America,Edge Node,2025-01-15,199.6,156.1,43.5,78.2,Active,2024-11-20,2025-05-11,21.2,True,2026-01-04
TWR_0849,Cubic3 Node 849,Europe & MENA,Edge Node,2025-01-15,109.0,94.1,14.9,86.3,Active,2024-08-22,2025-06-09,14.4,True,2025-11-25
TWR_0850,Cubic3 Node 850,Asia-Pacific,Edge Node,2025-01-15,178.3,104.0,74.3,58.3,Active,2024-11-27,2025-07-14,25.6,True,2025-12-04
TWR_0851,Cubic3 Node 851,North America,5G,2025-01-15,157.0,129.5,27.5,82.5,Active,2024-09-30,2025-03-21,23.2,True,2026-08-13
TWR_0852,Cubic3 Node 852,Latin America,Edge Node,2025-01-15,124.8,89.9,34.9,72.0,Active,2024-11-06,2025-04-27,14.8,False,2026-07-29
TWR_0853,Cubic3 Node 853,Oceania,5G,2025-01-15,212.0,97.5,114.5,46.0,Degraded,2024-12-11,2025-04-01,13.1,False,2026-11-17
TWR_0854,Cubic3 Node 854,Oceania,5G,2025-01-15,147.6,96.4,51.2,65.3,Active,2024-10-16,2025-05-18,9.2,False,2027-01-02
TWR_0855,Cubic3 Node 855,Latin America,4G,2025-01-15,134.2,69.0,65.2,51.4,Active,2024-07-29,2025-04-23,13.5,False,2026-03-23
TWR_0856,Cubic3 Node 856,Latin America,4G,2025-01-15,94.7,75.3,19.4,79.5,Active,2024-10-19,2025-07-30,21.7,True,2025-10-03
TWR_0857,Cubic3 Node 857,Oceania,4G,2025-01-15,147.3,69.8,77.5,47.4,Active,2024-09-02,2025-03-11,23.7,True,2026-06-18
TWR_0858,Cubic3 Node 858,Asia-Pacific,4G,2025-01-15,160.8,72.3,88.5,45.0,Degraded,2024-09-30,2025-07-04,15.9,False,2025-12-01
TWR_0859,Cubic3 Node 859,Europe & MENA,5G,2025-01-15,218.7,165.3,53.4,75.6,Active,2024-08-12,2025-05-04,14.4,False,2025-11-29
TWR_0860,Cubic3 Node 860,Europe & MENA,5G,2025-01-15,110.8,89.1,21.7,80.4,Active,2024-10-13,2025-05-12,19.8,True,2025-12-03
TWR_0861,Cubic3 Node 861,North America,5G,2025-01-15,84.5,67.4,17.1,79.8,Degraded,2024-11-12,2025-04-21,21.4,True,2025-12-24
TWR_0862,Cubic3 Node 862,Asia-Pacific,5G,2025-01-15,200.8,108.8,92.0,54.2,Active,2024-10-14,2025-07-22,10.4,False,2025-10-19
TWR_0863,Cubic3 Node 863,Europe & MENA,5G,2025-01-15,168.5,114.2,54.3,67.8,Degraded,2024-12-16,2025-05-09,20.6,True,2026-04-05
TWR_0864,Cubic3 Node 864,North America,5G,2025-01-15,209.0,177.0,32.0,84.7,Active,2024-10-22,2025-03-13,8.6,True,2026-09-18
TWR_0865,Cubic3 Node 865,Latin America,4G,2025-01-15,104.9,61.4,43.5,58.5,Active,2024-10-10,2025-03-31,20.9,True,2026-05-02
TWR_0866,Cubic3 Node 866,Europe & MENA,5G,2025-01-15,110.4,77.4,33.0,70.1,Degraded,2024-09-03,2025-04-21,15.8,False,2026-12-22
TWR_0867,Cubic3 Node 867,North America,5G,2025-01-15,124.8,81.1,43.7,65.0,Active,2024-09-06,2025-07-09,17.1,False,2026-05-15
TWR_0868,Cubic3 Node 868,Latin America,5G,2025-01-15,146.6,68.0,78.6,46.4,Active,2024-11-04,2025-07-04,8.9,False,2026-12-28
TWR_0869,Cubic3 Node 869,Oceania,Edge Node,2025-01-15,81.3,38.6,42.7,47.5,Active,2024-11-06,2025-06-06,19.8,False,2026-10-31
TWR_0870,Cubic3 Node 870,India & Middle East,4G,2025-01-15,128.5,71.8,56.7,55.9,Active,2024-11-06,2025-05-10,21.1,True,2026-10-05
TWR_0871,Cubic3 Node 871,Asia-Pacific,Edge Node,2025-01-15,144.3,84.0,60.3,58.2,Degraded,2024-11-06,2025-04-30,10.4,False,2025-09-12
TWR_0872,Cubic3 Node 872,Europe & MENA,5G,2025-01-15,110.8,71.0,39.8,64.1,Active,2024-10-06,2025-03-05,20.0,False,2026-02-26
TWR_0873,Cubic3 Node 873,Europe & MENA,5G,2025-01-15,90.4,78.9,11.5,87.3,Degraded,2024-07-28,2025-07-20,25.8,True,2025-12-04
TWR_0874,Cubic3 Node 874,Europe & MENA,5G,2025-01-15,216.7,184.2,32.5,85.0,Degraded,2024-11-12,2025-08-10,8.7,True,2026-05-05
TWR_0875,Cubic3 Node 875,North America,5G,2025-01-15,120.3,57.7,62.6,48.0,Active,2024-09-24,2025-04-04,23.5,True,2025-12-30
TWR_0876,Cubic3 Node 876,Oceania,5G,2025-01-15,101.2,45.1,56.1,44.6,Degraded,2024-08-05,2025-07-23,13.8,False,2026-04-09
TWR_0877,Cubic3 Node 877,Asia-Pacific,5G,2025-01-15,166.3,119.5,46.8,71.9,Degraded,2024-09-14,2025-05-14,16.6,False,2026-01-06
TWR_0878,Cubic3 Node 878,India & Middle East,4G,2025-01-15,113.0,67.0,46.0,59.3,Active,2024-10-04,2025-08-09,12.1,False,2026-06-12
TWR_0879,Cubic3 Node 879,North America,Edge Node,2025-01-15,126.8,86.4,40.4,68.1,Degraded,2024-07-25,2025-07-22,25.9,True,2025-11-05
TWR_0880,Cubic3 Node 880,Latin America,4G,2025-01-15,186.2,111.7,74.5,60.0,Active,2024-10-01,2025-05-18,24.1,True,2026-04-20
TWR_0881,Cubic3 Node 881,Asia-Pacific,4G,2025-01-15,96.2,52.1,44.1,54.2,Active,2024-09-07,2025-07-26,20.8,True,2026-11-26
TWR_0882,Cubic3 Node 882,Oceania,5G,2025-01-15,183.8,82.1,101.7,44.7,Degraded,2024-12-12,2025-07-21,9.5,False,2026-06-16
TWR_0883,Cubic3 Node 883,India & Middle East,5G,2025-01-15,153.5,100.4,53.1,65.4,Degraded,2024-11-05,2025-06-08,21.3,True,2025-10-08
TWR_0884,Cubic3 Node 884,Asia-Pacific,5G,2025-01-15,203.1,135.1,68.0,66.5,Degraded,2024-09-22,2025-04-05,22.8,True,2025-11-04
TWR_0885,Cubic3 Node 885,Oceania,5G,2025-01-15,144.1,109.5,34.6,76.0,Active,2024-08-02,2025-03-16,11.1,False,2026-09-15
TWR_0886,Cubic3 Node 886,Europe & MENA,5G,2025-01-15,166.0,133.4,32.6,80.4,Degraded,2024-09-09,2025-08-11,9.3,True,2026-08-11
TWR_0887,Cubic3 Node 887,Latin America,Edge Node,2025-01-15,127.1,69.6,57.5,54.8,Active,2024-08-12,2025-05-10,18.1,False,2026-12-12
TWR_0888,Cubic3 Node 888,Latin America,Edge Node,2025-01-15,84.6,59.0,25.6,69.7,Degraded,2024-11-09,2025-05-25,23.4,True,2026-02-12
TWR_0889,Cubic3 Node 889,Oceania,5G,2025-01-15,176.0,131.6,44.4,74.8,Active,2024-07-19,2025-05-13,20.8,True,2026-02-20
TWR_0890,Cubic3 Node 890,Latin America,4G,2025-01-15,160.1,124.9,35.2,78.0,Active,2024-09-30,2025-08-11,21.0,True,2026-05-09
TWR_0891,Cubic3 Node 891,Latin America,5G,2025-01-15,210.8,136.5,74.3,64.8,Degraded,2024-10-15,2025-08-03,11.5,False,2026-12-24
TWR_0892,Cubic3 Node 892,North America,Edge Node,2025-01-15,159.4,86.3,73.1,54.1,Degraded,2024-12-10,2025-08-03,13.5,False,2026-02-22
TWR_0893,Cubic3 Node 893,Latin America,5G,2025-01-15,182.3,141.3,41.0,77.5,Degraded,2024-10-17,2025-03-29,15.1,False,2026-06-15
TWR_0894,Cubic3 Node 894,India & Middle East,5G,2025-01-15,119.3,72.3,47.0,60.6,Active,2024-11-12,2025-05-03,24.6,True,2026-09-14
TWR_0895,Cubic3 Node 895,Latin America,5G,2025-01-15,128.7,56.2,72.5,43.7,Active,2024-07-23,2025-05-07,22.2,True,2026-05-16
TWR_0896,Cubic3 Node 896,Asia-Pacific,5G,2025-01-15,153.2,64.6,88.6,42.2,Degraded,2024-07-26,2025-07-15,12.0,False,2025-12-13
TWR_0897,Cubic3 Node 897,Latin America,5G,2025-01-15,200.4,101.2,99.2,50.5,Active,2024-12-14,2025-08-02,15.1,False,2026-04-06
TWR_0898,Cubic3 Node 898,India & Middle East,Edge Node,2025-01-15,107.9,67.7,40.2,62.7,Degraded,2024-10-07,2025-04-01,15.8,False,2026-07-18
TWR_0899,Cubic3 Node 899,India & Middle East,5G,2025-01-15,110.8,90.3,20.5,81.5,Active,2024-09-27,2025-04-14,22.6,True,2026-12-01
TWR_0900,Cubic3 Node 900,Europe & MENA,5G,2025-01-15,187.2,144.2,43.0,77.0,Active,2024-09-26,2025-07-24,19.3,False,2026-01-15
TWR_0901,Cubic3 Node 901,Europe & MENA,5G,2025-01-15,132.3,114.9,17.4,86.8,Degraded,2024-10-23,2025-03-12,21.2,True,2026-04-10
TWR_0902,Cubic3 Node 902,Europe & MENA,Edge Node,2025-01-15,151.2,80.8,70.4,53.4,Active,2024-09-15,2025-03-04,23.8,True,2025-12-01
TWR_0903,Cubic3 Node 903,Europe & MENA,Edge Node,2025-01-15,174.2,135.7,38.5,77.9,Active,2024-10-09,2025-06-03,9.2,False,2026-01-21
TWR_0904,Cubic3 Node 904,Latin America,4G,2025-01-15,89.4,74.1,15.3,82.9,Degraded,2024-11-13,2025-03-17,19.2,True,2025-10-23
TWR_0905,Cubic3 Node 905,North America,5G,2025-01-15,121.3,91.0,30.3,75.0,Active,2024-10-27,2025-06-17,22.9,True,2026-10-25
TWR_0906,Cubic3 Node 906,India & Middle East,5G,2025-01-15,92.2,47.3,44.9,51.3,Degraded,2024-11-29,2025-03-21,22.7,True,2025-11-16
TWR_0907,Cubic3 Node 907,North America,Edge Node,2025-01-15,147.8,127.5,20.3,86.3,Active,2024-08-31,2025-08-12,15.4,True,2026-03-14
TWR_0908,Cubic3 Node 908,Asia-Pacific,5G,2025-01-15,202.8,131.6,71.2,64.9,Active,2024-10-02,2025-06-02,9.1,False,2025-11-07
TWR_0909,Cubic3 Node 909,Asia-Pacific,5G,2025-01-15,154.7,102.1,52.6,66.0,Active,2024-11-25,2025-03-13,13.5,False,2025-10-14
TWR_0910,Cubic3 Node 910,Latin America,5G,2025-01-15,111.5,85.3,26.2,76.5,Active,2024-12-14,2025-06-09,10.0,False,2026-02-12
TWR_0911,Cubic3 Node 911,Europe & MENA,Edge Node,2025-01-15,99.1,64.8,34.3,65.4,Degraded,2024-08-06,2025-05-12,14.9,False,2026-08-13
TWR_0912,Cubic3 Node 912,North America,5G,2025-01-15,129.2,73.4,55.8,56.8,Active,2024-10-19,2025-07-01,19.9,False,2026-04-28
TWR_0913,Cubic3 Node 913,Latin America,5G,2025-01-15,119.3,87.0,32.3,72.9,Active,2024-09-09,2025-07-18,19.2,False,2026-08-11
